age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,ext_0,ext_1,ext_2,ext_3,ext_4,ext_5,ext_6,ext_7,ext_8,ext_9,ext_10,ext_11,ext_12,ext_13,ext_14,ext_15,ext_16,ext_17,ext_18,ext_19,ext_20,ext_21,ext_22,ext_23,ext_24,ext_25,ext_26,ext_27,ext_28,ext_29,ext_30,ext_31,ext_32,ext_33,ext_34,ext_35,ext_36,ext_37,ext_38,ext_39,ext_40,ext_41,ext_42,ext_43,ext_44,ext_45,ext_46,ext_47,ext_48,ext_49,ext_50,ext_51,ext_52,ext_53,ext_54,ext_55,ext_56,ext_57,ext_58,ext_59,ext_60,ext_61,ext_62,ext_63,ext_64,ext_65,ext_66,ext_67,ext_68,ext_69,ext_70,ext_71,ext_72,ext_73,ext_74,ext_75,ext_76,ext_77,ext_78,ext_79,ext_80,ext_81,ext_82,ext_83,ext_84
47,1R64L,42,IM5NF,58,7T429,35Q1N,73XU1,LFHTU,MGTCN,38,100,50,2UJKK,>50K,K104O,CI56C,LW9F2,XM2FQ,UDA7X,YR344,NRU2P,L8EEP,QHGIT,YDI4Y,9J8EQ,8CDOW,3O7UP,O6BML,86DTQ,LTS62,JPHPV,5LMK1,FJAN3,UG4NL,HWB7P,HHTEF,11F0S,64X4O,AE94A,QWPUM,926WK,JRBOI,F147P,KA86M,6XQ6P,1IAW8,H7Q29,XYH9F,VVZ8V,9F2SM,IOH44,W35R1,NXHQY,90ORG,NEGSY,J41MZ,HGAW6,C5X58,SH26R,RDP7M,XNSGZ,1X7RL,C726Q,J4CM4,R8QLM,YANL0,FNDYV,KNGFR,J7AOM,CZ83W,5YFAX,GQHJP,8ETDH,D0512,LJN7U,16Z8B,7C1UF,HWIW8,SHQ99,EQ93F,IUSY2,HUVZT,FDUM8,5IH5Q,4QBUY,NJHJS,SAJWH,YC0J1,S07DZ,3AW2X,FF085,VNXOG,78ONT,7L4II,B6QRS,N4F4P,ZHS5M,BZY77,SFOQO
32,GZXDM,4,VBHAW,42,FCOHX,N8IPY,4HTFZ,7XIJE,7BJBT,79,34,40,HLOOU,<=50K,8OFJJ,RDXWC,C8WVK,52VIS,JSFHL,XYV0E,2YHL5,O4S92,VQZAB,02D8U,MNGPQ,CFAD6,0DU81,T9AL7,5J9TG,D9R9L,H8TTF,IPS0A,6NWCB,Y5M7Y,2QIV7,HSEJP,RUJ3A,16HEF,GXTG2,ZUKHA,GBTHM,DJ8OK,U9OK4,RMCT4,2FH6J,IN5ZX,PP3YJ,2T49A,ROR6V,S906V,B1V0I,XDDX0,MO629,WIZEW,HBGSO,PWSL1,65S2H,VA4D8,0358F,XSH2X,XEHC9,EB8B1,WFD9K,2BIRU,T64K1,976WS,OT401,YU353,9ZMB9,E0R2G,R5UYJ,FKHN3,IGOM3,7DCKY,ZYL25,WEBFF,NKKLN,74QNR,ICAY0,V8KIB,A75DK,STH7O,YTT6E,H94X7,5DYCX,TJZW9,WRSD9,YRC66,PDJ9J,XO2EQ,RO6GC,QK2GH,TGI1M,YYD2L,56L31,3D3PT,G55XG,2QLNL,9D6A4
89,YW65Y,69,IRL7P,4,6Q56Z,INC7B,ZKPSX,EZ8H8,MQ6VK,53,60,42,2DNDI,>50K,LZOKA,QJJA1,KJD53,V4S4L,LK9TY,X1F9E,BS38G,IHN5H,PR0XB,Q33AO,ZTULS,GFCG2,MFQU2,DL35C,HSGEW,P5JX1,7820W,JQQ9O,JP1FV,NI03O,A2UQC,7JA2G,RFV0G,B5P8Q,A60DD,MT312,R09SF,LT3NT,1L051,9EACI,6B9OI,0UNZB,PRB5D,LFWT8,3PF1M,UXARG,ZVCAS,C7F6K,4JNTQ,SHQS5,E2L9C,1J4RD,KHS2P,0Y75U,WS2VY,NHA7D,UZXDS,6IPXB,7VS6A,WZYL2,3FDMN,P94CE,405LY,18ALX,ZRL7Q,WPWVF,JTS70,YBHDU,BYHWJ,U2KOD,F8KL5,ZKG9G,76JXR,DHO5G,61142,XOYZE,YGKSV,X2EIV,K92W1,Z6M7J,19R4I,BLNSJ,GB06D,F4P3V,HTHT8,KWKX4,4B9LJ,2RFA3,6GS3B,7L4II,T5TFY,OC5DB,QC14K,OPKWE,98O3G
83,KF5OR,67,LQ8KB,85,RLSCM,KHIS0,UDDEF,OWBF3,Z353Z,99,43,33,3G0XP,<=50K,EWRJ6,2SZMW,XJZPU,NL4GA,6KTEF,XYV0E,47IMK,KWRAG,WTOPW,KPSL9,XTLRZ,2QD77,IHYJ9,YBB3I,DSK9K,1YAMH,5S8ZN,Q0JOT,YOMZC,IEDBU,S8SRS,UP2FY,FS1L9,7WND5,LPAYV,MSTAO,Q4T2G,U0T8E,I5EL2,89H4D,16UKC,RQDE9,VPOOU,2TJT9,9OFFC,V6OGG,J8GIP,QROPC,47HC5,641DX,XJGRH,ZLXM8,KHS2P,Y4ZQ5,ZPBXA,AA5UA,G8V3O,INFF5,EVHES,FP94V,W9LLO,Q2D73,IHGVF,CS6T4,HK47V,91CUO,I3KVI,5AEZG,OQLDP,XJ84U,30WOG,0SHSX,VM61N,LJZXI,5JRB0,1FLHI,4NH4J,793K1,TSR8R,5BBBH,U5KRI,NMM1U,KR5S7,IXVQU,CM9ZR,4D7RI,2ZUIB,SIRJM,81OWH,CEGXH,WMCSK,W0BJH,HHS5W,BDIDH,EEFUO
59,K6ORE,100,TCFLS,92,R96S9,9X54U,G3NLC,180GV,REBQC,49,47,20,V3Z39,>50K,08RM8,J1XDO,BA2U6,SX0I0,H0EOW,1F36F,V64LE,B9SNU,47YGT,74IKW,UJX6S,XDFPK,KMSRD,Z2BSW,KSXI9,1AMQH,WJY0O,BBFNC,8WM1C,IABG5,YZEVC,1OW6H,AJGGE,4TPJA,85YWR,7XF7N,S92OZ,U0T8E,WQL82,ILB1E,9MZ90,WB9YE,CWD3F,LFWT8,RQFBU,3GTUS,YQPXO,C64ZA,2931R,ZP2RV,AOMIK,A3ZKH,SI2M4,Y6BZH,G6ZFP,AXCZX,S6OMV,QGNXN,V5I0R,J62HE,UAR6H,7USPS,JK9NM,ELR8B,KL334,6YUWG,C1UX3,07VCF,6UW9O,PQP0R,AK6IC,EWDW6,GUDO1,HFEIQ,VVAHJ,IJ2H9,RZW26,STH7O,30218,MCCC2,MF8LM,B6137,50K0U,50Y2C,2Y83I,MTWTX,E505T,JCQS9,YIJ8B,1VLCI,UUPHZ,C52ZS,TH36Z,W9S6Y,8I95U
83,0TATR,44,3YA45,69,I5TXU,S7VZ8,0MZAC,KV5T0,ZJBXD,77,67,91,H7O79,<=50K,DU4TX,P1SNQ,PYECA,A4AJD,T4IFO,ULN2X,5SA29,GPI10,8W7YY,9TQL9,NF9OO,U0LF0,74YU9,2JHU8,ETY3T,VTWR3,WFIGF,FF1ZJ,UHAYN,PF2PL,MAJ2V,EFRSF,2NK2O,LQ08B,A9CH3,XL4MB,WRV29,CUBFM,JNZEJ,EH3B0,G9YWJ,9FRI2,1MTPN,XST3X,E84MF,NL5RG,IE6YH,72VPA,SALJZ,8ECKF,AVYHJ,9AD5N,GAF2U,MPB5M,FXETO,D9DJY,90JP8,5A8OX,251W7,FP94V,7MT8Q,JHVOA,3SF32,VKX37,6LRC1,ENOXE,Q2QEV,ISRMB,EQSVJ,E75ZP,VC55L,5NWHZ,BG42F,LJZXI,D709H,NK31Z,VYZOU,W1FEZ,QV0VA,E5TS7,61PHA,T2W7F,R9TUZ,DQDFX,4JZAG,3KDX7,0MXN9,UUA9H,6RWPZ,C22XP,5QF36,NCJMI,BH0B5,WX4Y2,NFJQ5
20,Z88RM,76,2BB2B,88,6KEBU,YK5GO,8ZH4E,L0IX3,RLVAE,10,25,49,1AF74,<=50K,3UWCR,46G42,5D4N6,U5LY9,G4FQA,WJF2E,1BZVA,T0SSE,5X0KF,W199G,ZTHGV,W76XH,UE83C,JXV56,A9GQ0,AR8X4,OIC8D,7PRST,U52BB,SFKR0,FFCEW,DRYE7,KLLNQ,WZ6CK,RGCPE,UKQ7U,5X0J5,YIVMT,W35DV,UTDZJ,59W8F,B0LC4,HJARD,956F0,CHFHC,9F2SM,2CN3D,1WW1K,AY6QW,MVWXS,MH3XQ,ZECO8,HJ73H,MPB5M,ZANXZ,MX9RT,OQQII,OT7OD,9VX58,HWPKW,602I4,UU3OE,Y9C47,1C9YN,W75VF,E2M6X,GMKE4,Q4UWU,FSWIB,G5J6E,LYBII,MPRXS,BDBC5,NC9KN,9FEJY,56DAT,3KZPV,WSSU7,GGJFS,NN7ZT,0RJ0V,KQH5Z,SUTTD,F4P3V,07OOO,DJK5Y,0QIEN,BWBRS,4IR9Q,LECND,9HHNI,K6Y96,NAHTP,7JT34,GSFE1
60,S6HGP,35,ZR4AB,49,R96S9,RFVO3,B8RQ0,KWIVD,B9KIX,5,90,81,NDKLF,>50K,Q6Z51,EUY3Y,0JPVQ,G9ZSS,TWD1Z,Z7OYU,XXXZT,HL41Q,89W41,1IAZ3,VHI3S,DN144,Y0PDV,EOJG5,UJXHM,65S6I,C8TSI,5LMK1,QS5PW,YVT0D,5PF5Y,B0KNN,2NK2O,TSNDT,QYZN2,MT312,TDM9T,2MXZQ,8P8HC,60S7C,6XQ6P,2XTTI,4U8TQ,9C9K7,EMBAC,DL1FJ,1873G,5ITYX,7XIJ0,IP8NQ,KWMBZ,03GTS,K5ZOW,RX0FB,V5KWP,IPGHH,8U8IC,S91RV,0PW3N,ZM9GV,9WT6F,B4VEY,K0RBG,4T2HR,ZRL7Q,KB7RU,2VJBO,QNOK6,PGOR1,NMKWQ,RRD5Y,R3VFJ,Z1OK2,O2PWO,GQZBE,56DAT,CWCMO,TJJL1,TE9QN,S7VXS,872KA,GF1T6,OQ22N,VAAA9,ZX0LE,A1TAB,LQEUI,7JYN0,VYSTI,C70MA,1X29C,6EZZY,S3EZE,8YVQQ,LA3XN
100,KRI09,56,4DHSF,43,WY6NQ,VS2QU,BV4LF,PMYEK,YM8SS,97,23,58,XP8NQ,<=50K,WCZVV,70GOZ,4LBPC,BOHHH,7GGG7,D58Q1,SC02F,7CT1G,TM0AA,MPTL5,S2EXF,IQZM8,O0OKT,2CH72,0LXIX,3TU4D,8SG1I,X17DA,RZZ20,J3OEI,X7GT0,PQEZ8,HEP6D,NPYR9,YIVEL,UUONC,US75V,7NGX4,YXS6Q,ZVIXZ,HRI8S,ILI31,55ELN,P6OR4,N0SAS,22YXP,QFAZC,9J8M0,2Y9KH,SHA2F,EUC5I,QY6NT,O03HV,RX0FB,D1UZ6,3EMWE,SKDK0,07OMI,X5JZT,VTRDQ,MZ2OC,I0ZY7,FNDYV,69L5I,3VET0,NIK1A,L69UO,YR6GY,VIEOQ,CCWOH,AT89R,JVATL,UV152,6O3GB,NUVX3,VJ60F,19W4Z,F10A7,F2HWD,VW8Z7,9DFTQ,5AJDS,OB5UV,ZOER0,EZB61,ODF7K,4AT1L,MD6J3,QYHZ9,5YTVA,HR7O7,ZKHFK,D48UG,OIG97,9RPIY
71,XZ56M,48,KSJ5H,85,DSZ6G,0F10R,06NR1,UPT21,FVZ8C,92,70,90,8K8OI,<=50K,1BE2J,70GOZ,4NVCQ,DPJI0,QSSLG,24M7G,JQ2C7,BWYO5,H0YRR,LVAR9,636RN,7V3IC,URM4K,T0IFN,7J8KH,9WHKR,8RQ1Q,Q9G37,RO07A,3ZO2B,7OJFG,FBP9E,LC8TK,QSPZ2,DONNF,PA6FF,9TYD5,1GAP3,85WI6,DCGI9,KXSRK,7NJ6U,XWOM2,958HS,CWMB0,629YC,CVGDH,JLAY2,T33AD,LFRZH,KM0GO,6SB2B,DX0YN,8ACO8,6K41Y,DHVNB,1B695,0C1QZ,OBENA,2SU5K,VLJRP,O29DV,PWDZ8,0ZG60,HFQ52,810FW,SZZGG,28YCM,GCMO4,AGBXZ,2WWVT,1H5ZU,LHJMX,NC9KN,K8CTR,I1PF3,LNJ12,B2QYZ,IQB5I,S0NZC,HVK5S,V851J,5GPE8,BLEJH,4Z25N,75YW2,J3FXT,WGFB5,G8PXB,42HJU,C7REA,5P9U7,1WZSG,F9B4A,37AJP
20,S6HGP,100,JRGLX,80,J6CCY,0VKUY,GGRRP,9ZQL2,BYZ0L,62,68,97,3LVCH,<=50K,YBM4Q,DQOM7,FUWXT,D8LG7,7ISSM,Z7OYU,43GAZ,HP39C,YYHNJ,CO68C,JW4O4,TCI1O,RO1M0,0CF4T,7WIC3,MBRO2,7UHDY,SKEOP,EN8BQ,IABG5,IUWFF,U8U7X,CGLHE,SNUG0,Y69ZJ,XWV65,9XECR,KURYN,GMRQ4,S8SFZ,WP7OV,SS1YK,ZUXU1,6QH4Q,HYAE8,KTG3M,BMESM,FZ0A5,BLSP6,XEJQL,TG3VW,RSQTB,0GGLN,7ZH6N,M4IHL,BPP98,NTKZR,XM61A,MQQXX,QHVRX,E9K9U,KPGB7,N0V4Q,KNGFR,Z1K1F,NZMDG,JBMVP,3DSAL,7Y8KI,IFX4Y,4HYI6,Z62DH,ODHWS,5NEJO,UV7ON,V5ZWS,QGU2B,GW6S7,JVF2L,ORFBR,A7BAJ,7SK1E,WVZ5A,OPHXM,6VD1S,IQYBI,GLZ1Z,B3627,Z11PX,H06JZ,M5TG4,ZS8IB,F1L8M,I1PVP,98O3G
30,ISOGD,78,1Y1GN,91,4LR9Q,OHGVX,GF2Y4,V57TZ,E8QO2,50,89,77,JJ1CU,<=50K,Y8TTI,L90MB,L986N,XSV1Q,QG9PD,KYP65,CW9FS,55P09,HNSVT,GOWGQ,YQZXG,TCI1O,U8OEZ,6BJH0,AXUAD,VS1TI,33XJ1,X4UBF,S5VIT,AYGOY,W9XNZ,AUMQ0,NGCGD,OCRIY,DM2YD,BZSMM,MUGVE,UDHNS,GWO5B,ERA38,5CNDP,TO8JL,YF3YI,J3UMW,Q3RFM,WLBNF,LAJZS,C7F6K,1M8DS,19R0J,8W1WN,UVVSH,K06P4,IUXE9,2I2LO,0SMB1,NRZI8,KPYVF,1JJFN,PH595,602I4,GPZKI,XYZPR,Y783A,M5VW2,PY0JR,DKHCH,V3Z87,6UW9O,7ODGS,02HUU,1ZTYS,W8GJG,LJZXI,3W7JV,MHQCF,FHWR0,IPZTW,H89L0,47IXJ,GHKKY,AEMY5,3TYJU,BFI3A,WUNYO,GD6HT,51YZE,I74B4,LR7FK,SSYAF,0UJ59,YNFE8,S7X7T,DL07O,BI3W2
44,AZS86,94,KSJ5H,42,RLSCM,1SWU2,5XZDU,HLU8W,PCP6G,53,36,23,AC2O8,>50K,ZLZLP,Q2UZK,KNOS6,LESW4,C65H6,668II,H9E4U,2MCL0,U9TOO,BC0OI,GWQGS,E92EF,BMGO0,KDLIW,5J28G,AR8X4,MFAQC,5LMK1,A1GVP,N9UBZ,0W9BZ,9Y0JA,ZAGH7,NWI8J,BG514,XM2QN,9SBWE,6MJXZ,ZHTX9,QG8RD,4XIZV,TPPVB,ZUXU1,1PFYG,4NO41,5VD0P,HXESL,V9YPF,1M8DS,6I3MP,6FNSA,3PO87,TA57D,116FE,6NFOR,ZH45X,QC1CW,TH1PS,M5GFE,D0JHZ,RRYRS,ZZRU9,2GZQX,0ZG60,M5VW2,X2JSJ,NQ6HS,G474O,L5X7K,8M87R,0EO0B,AHMHY,MTT2A,U6PM5,MYTPO,SX76I,NWE0I,557KP,NENXX,PAOO3,2Q4OZ,K6MIH,4SL7G,YC0J1,N4Q5F,YYXQY,KDZDH,2KJDG,N0DSQ,5F2LJ,KI1X5,47OI5,W0E17,C2FTF,KL8PY
46,UDVY6,19,U3JIB,47,0WX7S,PN8DE,PV79T,SZNQ4,2HKM7,1,37,3,JNEV8,>50K,BCUZ6,LRVVB,SPJQK,2NBGD,G43X2,IN2HY,80O6I,HD8N2,RDH3U,QIG2Z,020HO,IAY7E,V48DX,1995V,VDVME,K656O,9X33V,FFN39,ZS441,S0YWT,2EN2P,62B8K,LC8TK,LTNMR,LC71V,67G4X,P3090,SXW61,7220S,76VL3,1L048,ZJPOO,WEBW5,WSFKU,I8EWD,H5JYT,AJ1HT,HK5Y2,70HNV,SHCQX,TYPIN,CITGZ,KX75S,FVA1X,3HOMP,05BE6,4HD5J,A8VEO,30DCB,CP4M5,E9K9U,P2DAI,KND1K,X0GNE,B79ZD,NZMDG,C4XMP,JG0LR,1SMXB,3S3YR,LLSGT,2DKXN,SYZWC,0E9YY,6IYA3,ABLQ8,8M070,Z3ZQM,DTX3Z,SPDIE,SBWI5,BLNSJ,G65M4,KFRHH,Z2LG9,GO53U,HUGUY,B76E4,SKTX0,6K8AP,CBMW4,7H1MC,SE1K2,F20HC,PI2TZ
26,XBJA8,84,K8AC1,86,UD3BA,OEHYE,3V4YM,VS6BF,53BBG,48,66,1,AQPHT,<=50K,LFL0E,T3DXG,KPUJ7,71SNO,ALLG6,SCH0R,022KC,DATFY,EBVRT,6DEFL,3L0H4,BUMQD,RGRH6,RLE37,X8XLR,L6CUZ,MUF6Z,BF8CG,KK3OO,ZPZF4,B7C8C,60H8H,YKOXZ,S4JSZ,EZ67H,NEKIW,HEQ9H,W1UNZ,RTTIN,7EGE0,1966E,RTQCM,A968O,1UGPH,14I2A,JIQWQ,QOMEI,8W9VR,T33AD,J1NIF,C0FRB,65UEU,8SQVD,JZ0N1,SNW5P,2IYQR,CQGNA,TS9VQ,YCSUI,MW9J5,1B26X,XXMQT,2GZQX,XARF4,0TQIP,MUQVL,WQW5G,TQZLC,LT0B5,JKHMW,PG4TW,3YCVH,66CZA,0J118,G9WUT,G1B6J,6NA9O,L5U7Q,A5QX1,ORFBR,TXE5J,TJZW9,BRIGL,ZOER0,K6GO3,L8188,QKQCZ,ZNCF5,1BBVF,HHHAQ,MSD1K,E235O,V0NAE,SOYOJ,685DV
28,XDZGE,25,X7GF8,13,7G16S,BLSK0,0CK33,KXHCB,MU7CU,60,88,30,LKE99,<=50K,2LQFD,N56N4,K4YG1,6CF9C,WH41V,TJTG0,TM32K,AQC4R,AC4VF,21QIH,4MWKR,PAILZ,UH96H,SY8BB,1PDFG,P1316,4IU5R,RDLYO,QVVMI,VAA22,IUWFF,QDRJV,KZCHM,41HHR,MQJ76,NEKIW,V49PG,UW06K,CS2YK,EK12Z,ITTW9,IOWUD,CWD3F,KHK8A,N0SAS,I7AZO,ZSVI8,4QN5S,I2OH8,VUVBF,OA8C2,OKVV7,0O9KL,Y96P6,YZNLN,2SUXS,BA7XQ,0DUOM,OC5LG,KONHW,PN7OD,E5DFY,7J11K,SJNJK,O1VK2,QGI83,AS60D,6309L,ESD8Y,ADI4Y,9GICP,ADTLD,QA27S,33VUN,TIWAG,L0UD8,JDEK7,YDD5F,S4RT6,DY0AT,WSWSH,NMM1U,TIOL2,HHV5A,JGF5X,4C2YP,GX8NP,6M06X,TKJ9P,VMHIB,7TZ23,QMMPW,ZDQL8,6K7YP,3WRA1
16,QQ8SJ,11,C6TJD,57,IJKOX,GFZF3,32ULJ,KRZNO,LBPOP,24,10,91,8K8OI,>50K,STNF5,8XF8H,K2HGP,KVD0G,2A67F,0WNVG,DFM5V,KCQC0,L2XD8,KPSL9,13EGZ,CSNVH,8CR9K,37GPE,7J8KH,V95RY,K7QRI,H408Y,07UCG,YA4Y0,XUMN7,CRTD5,YVDI4,AT9LU,X0444,A587L,YFWUJ,9X71R,2OW05,FJAJB,FY49H,2XTTI,4U8TQ,0W5SJ,EZA90,KREA6,PMPQX,745SJ,9CTEK,TXEI7,2MZSW,BCSH4,LASWM,DICVO,U5HGW,KGUQL,HYVDM,5ZOYT,279PZ,ZMHF6,ABW4G,558ZP,7OTWC,00HWU,Z1MWS,2OHSM,JTS70,7B4NX,8MJ12,D7DVR,EZBR3,QUZMI,AUZ79,FH9T5,0MYBZ,QW4I4,B3TPD,DR0XX,ROA1H,ESFX8,H4WOE,ALB99,86U7M,KH312,ZOZGU,8JKHT,NTAY7,UWF1Q,4XNNW,TW4DW,3PX5Y,9J158,H4T88,RHR9W,A0YIP
7,CBHJ1,0,3HRP5,80,56PSS,9X54U,F69ZW,CE588,UVJAA,54,20,73,47KJT,<=50K,RM2KB,N6OTJ,MF0ZV,3R4ZL,T8A9O,UVLDS,NQXVC,GPZ5A,CQ470,GF06L,U2SQY,YOMCA,G4S1I,QGYHF,C5ZAE,DIAHH,XXBTC,IXEO1,N9S1Y,LPLMN,8FMVO,HAWZG,RXVD5,23DZD,BHHS4,AE772,VCAFX,68DRP,T9MTT,89H4D,ESZ7D,9GRLC,MTI37,CAUB2,SWQPL,OPEYP,PJUBA,RL045,MH10U,LGIZF,R2NG3,6OR5M,G33LO,EZ1Q8,8IBLI,0N3U1,IFG5G,N01AY,TAT5M,TU6IU,1US5B,3NO5J,IHGVF,MBM7T,61HSZ,NCUET,K0KUF,LJO34,WEEBS,E5F3F,EZBR3,0A5VF,S1OKY,IFQBW,O3SF4,ND665,AWP9I,I5XIA,SHEAU,MXQXP,V1LY6,N1LHA,DD8ZO,HK4K0,0IR0I,C8EB5,OFO0U,5A542,L3MSF,QMLH7,72A12,PAAGS,JH3KG,2WVIN,3V63J
62,R2BWG,3,Z02AN,4,H6WLY,EM4AW,IPSN3,590NU,6INS8,31,16,84,WWPR6,<=50K,Y0HDQ,KDTUS,VWCHK,1671C,6MXSO,SQASE,1BZVA,DCBO6,W1NL2,V91UD,WN7AE,9RI20,R9RXX,W8DOO,BWA1B,JD6D2,RDN65,SFX2Y,MMU4H,V5OKP,Q4XJ4,OBXGC,2UBG4,44HW4,QN5UA,28NA8,7DZSY,Y0UC6,XVDV9,CSS7Y,VSLA7,RR67M,FNMXH,GO789,W5JRD,6GUXM,NV7W9,9H15E,CL8L9,283JX,39L7J,544CN,XNTBX,B1WGO,GEHDK,JTPU9,IS4RV,PDH16,RPVP1,9B6JK,0RVZD,XNZ69,RS377,QS5RV,KFWKF,DIRHB,O7CPZ,LJO34,6UW9O,811IX,9180A,AHMHY,EYVR6,ODNXG,5JRB0,HWH07,G2K9K,SWXN1,1O0EY,S7VXS,IZK10,14CH9,R1SNJ,07BI0,O8BY0,3AW2X,RZ68E,NMY2V,1SKDS,GZUOX,XF0ZI,G95D2,24LZH,50YR6,WT2FJ
14,CI2Q6,8,KUPDU,20,AAN2U,58DR5,116OS,O7LN8,9Z8DB,78,12,41,XOPDB,<=50K,XX74L,CI56C,1VF0G,XU1U7,UXIAP,ZOZSI,3RKAJ,LPB9G,1UHHM,VGYWC,020HO,2V7MV,UE83C,KTE85,9E18M,L0KFR,R4DLL,MRTPK,Z910A,MO2PB,NMU0T,PAAMV,DDEKE,58C5W,6GY15,0CTES,LHK97,TN3I3,1A894,UTDZJ,HMP08,6DOXG,L7FJR,Q743H,RTACF,UJ63B,75SX0,YE247,2Y9KH,F3CRT,60VBM,O5XVB,I9V4J,MNVMH,H1ID5,4X972,XS0O0,EMIHR,AU89Q,THV2W,RRYRS,MXTCB,P6OXH,N74CD,QF4K0,8AMAT,T320Q,4KF5K,D1XEP,REC0V,K71OQ,FQEHK,SMSEX,DT87P,FCBZ6,R99S3,LAVU3,YDD5F,S8I3B,S1W45,ZZNTL,1KOPK,Q0SWL,F65TC,GSG3J,JN1HV,VNAE8,R3HT9,K5CTB,3N9PB,QYEMJ,SQ5UP,PWYAW,84T76,PL1QM
78,GF5K4,90,XEWFG,38,814BT,1E5VP,ANECQ,JHY8X,45E8W,52,90,6,6F7E0,<=50K,2B47H,3AJG6,AW28W,T189U,IXUUW,T2H99,022KC,9KQGK,QQESN,VGYWC,X4A8F,QW4AH,3M8SU,JXV56,CWXGH,A2JDB,582AB,8LZS3,80AXW,IWYPO,NACFV,M26DU,RKXLQ,RKAG2,0REF5,2MHSH,SA7NY,I814O,I5EL2,XVKF7,I9XSV,HBUKH,2MRG5,BXTXS,QATX2,5VD0P,WN5TQ,9H15E,EVZGV,N2QUD,N3FQ6,CITGZ,KX75S,7CQVC,K5KPO,USAP3,BFWYE,64Q8N,80WWS,Q626S,PN7OD,595MZ,8H9GN,WY5X9,B05TE,WMO5A,T320Q,OSK9I,J8TT0,IFX4Y,4VXDE,J2NXE,X4R1N,474O1,GNLUU,MZ7DE,PVGSY,B2QYZ,REH6Q,6B8EP,KVHA2,G7Z6W,GU8Y5,NFUQD,6W5NN,JC4IL,W16WK,MCS12,AQ03X,42HJU,KI1X5,7HPGW,K819O,DBB0L,8PB0D
27,Q6G6I,85,RVCIU,31,Z3IL7,GI9T6,C4IOK,R5I06,Z353Z,21,99,8,SAVPS,>50K,M6TTS,70GOZ,7MFVI,IYNV0,MKASU,0T2WW,SVL1U,5MDC0,K5255,E8MR5,G78DI,VTA78,3824X,EOJG5,YLS9N,WHNEV,KYBOT,HLVIW,DXLZ3,TPB38,1YL35,J46LW,MYFGC,S58LS,V66Y1,T6BMV,ULZ9F,IITHU,AI0ZC,2BSI2,KEQHR,9SJKH,7Q8AS,Y6MI0,FUY0X,8ETLN,DCBBU,BMIKJ,AY6QW,LFRZH,O4ILP,OKVV7,XZICX,VH6LX,95FY5,XU1XS,CQOCJ,QLDII,XQX10,VVI44,H4JMC,918UZ,L4MT3,E736F,MC2HC,6WXSZ,P91DN,JPWME,5X0BX,9ASCJ,DJESS,2CH12,R9WNB,LB59X,FOHBT,D9EAR,034P7,MPBN7,5M3N6,6B8EP,YY1NR,5AJDS,5672V,LERC1,THA1C,IJPOQ,WH8LN,QGBKL,D0NNL,DM3TL,KDRPE,CUO38,ZHJTD,BX1GW,TQDWI
67,NP4FZ,81,IIFLE,21,E0JPS,BTNBG,PV79T,OAIY6,ZJBXD,86,37,38,95SDI,<=50K,LZOKA,IYF5G,D56S3,1MHK9,6KTEF,1BEWO,L0FBR,XROSY,EBVRT,2NDTE,2J58X,WWORF,AVBH9,XTI1D,7IU92,RMWMF,1FGVK,UAOVJ,VHFWL,9FU35,9MT9S,73TNM,3JN00,16HEF,NCI8F,5R3KJ,Q4T2G,LM33P,20A4M,ILB1E,B1N1P,UR2IG,4D7GT,9462R,E7G94,6QPAU,9LCLQ,X3OCC,2EJ3R,6V3JB,37YF1,1J4RD,4PYSA,DLI8P,8IBLI,8FF50,6K2VO,1L0P3,8Z7OA,1Z65K,JRDPZ,91VE9,7VQD0,OFS1L,ZFQ57,MUQVL,NWH95,CTR9Q,PGOR1,JKHMW,R1X4M,QGALT,549U7,SWVSZ,YZG3Z,J2NWD,584MW,KE1LO,H99K2,G87MK,RAVTC,7SK1E,8018E,O5WXF,98T98,Z7R1J,2B66W,NPIGF,XHY4U,AS5M7,397EO,ZKQR6,EPS61,BDIDH,SRO9T
48,CNE6W,70,0T63R,91,3JZ29,MAW13,CPR5I,R33E3,F878N,39,24,93,9TS1L,<=50K,MJNSF,CK21D,BJIHW,VBVZC,CM8GS,AGPX4,S3QD6,I8DXM,GVB1M,GOWGQ,4H80W,3ES1Y,GRZOT,GW46I,VDVME,QQPDX,2ASWK,TOHXZ,Z0UNO,I88HB,MS092,UP2FY,UWS5N,QSPZ2,ORBPY,67G4X,3QAF0,GKUHM,LFRAM,YTE9X,VRAKD,3PP4E,0O1YU,S7UK9,EMBAC,NNUK6,QOMEI,I0A3D,344HA,AC9BV,ZUWNE,3AY63,1TVBY,5I6IQ,T5WB8,30L2H,3M6OG,87CVN,NN9CC,T5P81,SF24X,595MZ,DI7JU,Z4CHX,JCJQR,AXCV2,RGR3N,9SPCH,EN76D,FHFY7,8UR97,HOKXX,6O0OR,3VWDQ,5ZHT5,017MA,DXH9L,DR6UY,LSW0U,00E7B,Z3GRF,9DHGJ,SSXTI,PFOZ1,4Z25N,CL580,5VL1T,KCK5Z,PQDW2,TY14B,AJ604,JBIY5,0K4R9,9L99O,K4AUN
